file_name,ast_parse_success,taint_source_count,sql_sink_count,cmd_sink_count,xss_sink_count,path_sink_count,ldap_sink_count,xxe_sink_count,weak_crypto_sink_count,sql_sanitizer_count,xss_sanitizer_count,path_sanitizer_count,generic_sanitizer_count,total_sink_count,total_sanitizer_count,sanitizer_to_sink_ratio,has_any_sink,has_any_sanitizer,string_concat_near_sink_count,source_to_sink_line_distance,source_before_sink,variable_alias_hops,method_count,try_catch_count,total_lines,total_chars,import_count,string_literal_count,sqli_tainted_sink_reached,sqli_sanitized_before_sink,cmdi_tainted_sink_reached,cmdi_sanitized_before_sink,pathtraver_tainted_sink_reached,pathtraver_sanitized_before_sink,ldapi_tainted_sink_reached,ldapi_sanitized_before_sink,xpathi_tainted_sink_reached,xpathi_sanitized_before_sink,taint_trace_parse_error,test_name,actual_category,actual_cwe,is_actually_vulnerable
BenchmarkTest00460.java,1,2,0,0,11,1,0,0,0,3,5,0,3,12,11,0.917,1,1,0,34,1,4,2,2,110,4859,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00460,pathtraver,22,0
BenchmarkTest00461.java,1,5,1,1,9,0,0,0,0,0,2,0,1,11,3,0.273,1,1,0,56,1,4,2,0,101,4173,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00461,weakrand,330,1
BenchmarkTest00462.java,1,2,1,3,14,2,0,0,4,2,2,0,2,20,6,0.3,1,1,0,47,1,2,2,1,124,5173,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00462,hash,328,1
BenchmarkTest00463.java,1,2,1,3,14,2,0,0,0,3,4,0,3,20,10,0.5,1,1,0,37,1,2,2,1,114,4871,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00463,hash,328,0
BenchmarkTest00464.java,1,2,1,3,14,2,0,0,2,2,2,0,2,20,6,0.3,1,1,0,32,1,3,2,1,109,4661,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00464,hash,328,1
BenchmarkTest00465.java,1,2,1,2,12,2,0,0,2,2,2,0,2,17,6,0.353,1,1,0,32,1,3,2,1,104,4272,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00465,hash,328,1
BenchmarkTest00466.java,1,2,1,2,12,2,0,0,0,2,2,0,2,17,6,0.353,1,1,0,38,1,2,2,1,110,4847,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00466,hash,328,0
BenchmarkTest00467.java,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,1,2,0,61,2446,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00467,xss,79,1
BenchmarkTest00468.java,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,1,2,0,62,2524,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00468,xss,79,0
BenchmarkTest00469.java,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,2,2,0,61,2192,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00469,xss,79,0
BenchmarkTest00470.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,2,2,0,76,3343,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00470,xss,79,0
BenchmarkTest00471.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,1,2,0,56,2125,6,9,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00471,xss,79,0
BenchmarkTest00472.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,3,2,0,61,2240,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00472,xss,79,1
BenchmarkTest00473.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,1,2,0,63,2345,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00473,xss,79,1
BenchmarkTest00474.java,1,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,1,2,0,55,2036,6,7,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00474,xss,79,0
BenchmarkTest00475.java,1,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,3,2,0,60,2172,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00475,xss,79,1
BenchmarkTest00476.java,1,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,2,2,0,60,2153,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00476,xss,79,0
BenchmarkTest00477.java,1,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,1,2,0,56,2083,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00477,xss,79,1
BenchmarkTest00478.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,1,2,0,62,2318,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00478,xss,79,1
BenchmarkTest00479.java,1,2,0,0,2,0,0,0,0,1,2,0,1,2,4,2.0,1,1,0,-1,0,2,2,0,59,2155,6,7,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00479,xss,79,0
BenchmarkTest00480.java,1,2,0,4,3,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,26,1,2,2,1,82,2859,6,14,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00480,cmdi,78,1
BenchmarkTest00481.java,1,2,0,4,3,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,26,1,3,2,1,80,2859,6,14,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00481,cmdi,78,0
BenchmarkTest00482.java,1,5,1,1,9,0,0,0,0,1,1,0,1,11,3,0.273,1,1,0,57,1,5,2,0,102,4155,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00482,weakrand,330,1
BenchmarkTest00483.java,1,5,1,1,9,0,0,0,0,1,1,0,1,11,3,0.273,1,1,0,62,1,6,2,0,107,4343,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00483,weakrand,330,1
BenchmarkTest00484.java,1,5,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,61,1,6,2,0,106,4326,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00484,weakrand,330,1
BenchmarkTest00485.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,57,1,4,2,0,102,4150,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00485,weakrand,330,1
BenchmarkTest00486.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,55,1,5,2,0,100,3979,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00486,weakrand,330,1
BenchmarkTest00487.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,60,1,4,2,0,105,4380,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00487,weakrand,330,1
BenchmarkTest00488.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,66,1,4,2,0,111,4334,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00488,weakrand,330,1
BenchmarkTest00489.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,61,1,4,2,0,106,4380,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00489,weakrand,330,1
BenchmarkTest00490.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,66,1,4,2,0,111,4348,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00490,weakrand,330,1
BenchmarkTest00491.java,1,3,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,3,2,0,85,3418,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00491,securecookie,614,1
BenchmarkTest00492.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,1,2,0,57,2155,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00492,xss,79,1
BenchmarkTest00493.java,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,1,2,0,61,2474,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00493,xss,79,0
BenchmarkTest00494.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,37,1,2,2,1,92,3296,6,20,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00494,cmdi,78,0
BenchmarkTest00495.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,25,1,1,2,1,80,2914,6,9,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00495,cmdi,78,1
BenchmarkTest00496.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,22,1,1,2,1,77,2880,6,7,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00496,cmdi,78,1
BenchmarkTest00497.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,34,1,3,2,1,89,3100,6,9,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00497,cmdi,78,1
BenchmarkTest00498.java,1,2,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,0,22,1,1,2,1,77,2930,6,8,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00498,cmdi,78,1
BenchmarkTest00499.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,1,16,1,2,2,1,71,2598,6,11,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00499,cmdi,78,1
BenchmarkTest00500.java,1,2,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,1,21,1,3,2,1,77,2855,6,13,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest00500,cmdi,78,1
BenchmarkTest00501.java,1,4,1,2,11,0,0,0,2,1,1,0,1,14,3,0.214,1,1,0,74,1,4,2,1,125,5127,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00501,weakrand,330,0
BenchmarkTest00502.java,1,4,1,2,11,0,0,0,2,1,1,0,1,14,3,0.214,1,1,0,65,1,4,3,1,120,4983,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00502,weakrand,330,0
BenchmarkTest00503.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,70,1,4,2,1,119,4902,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00503,weakrand,330,0
BenchmarkTest00504.java,1,4,1,2,11,0,0,0,2,1,2,0,1,14,4,0.286,1,1,0,58,1,4,2,1,107,4573,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00504,weakrand,330,0
BenchmarkTest00505.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,62,1,4,2,1,111,4874,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00505,weakrand,330,0
BenchmarkTest00506.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,78,1,5,2,1,127,5809,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00506,weakrand,330,0
BenchmarkTest00507.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,58,1,4,2,1,107,4500,6,18,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00507,weakrand,330,0
BenchmarkTest00508.java,1,2,0,0,3,0,0,0,0,0,1,0,0,3,1,0.333,1,1,0,-1,0,1,2,0,62,2399,6,9,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00508,trustbound,501,1
BenchmarkTest00509.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,25,1,1,2,1,76,3220,6,16,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00509,sqli,89,0
BenchmarkTest00510.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,39,1,3,2,1,90,3354,6,11,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00510,sqli,89,1
BenchmarkTest00511.java,1,2,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,1,2,1,74,3215,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00511,sqli,89,0
BenchmarkTest00512.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,14,1,2,2,1,65,2508,6,8,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00512,sqli,89,1
BenchmarkTest00513.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,20,1,1,2,1,71,2987,6,16,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00513,sqli,89,0
BenchmarkTest00514.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,19,1,2,2,1,70,2676,6,9,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00514,sqli,89,0
BenchmarkTest00515.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,24,1,1,2,1,75,2881,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00515,sqli,89,1
BenchmarkTest00516.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,33,1,3,2,1,84,3067,6,11,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00516,sqli,89,1
BenchmarkTest00517.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,19,1,2,2,1,70,2715,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00517,sqli,89,0
BenchmarkTest00518.java,1,2,2,1,3,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,16,1,1,2,1,67,2691,6,8,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00518,sqli,89,1
BenchmarkTest00519.java,1,2,2,1,3,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,20,1,1,2,1,71,3041,6,18,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00519,sqli,89,0
BenchmarkTest00520.java,1,2,0,0,6,2,0,9,0,1,2,0,1,17,4,0.235,1,1,0,15,1,2,2,1,87,3635,6,14,0,0,0,0,0,0,0,0,1,0,0,BenchmarkTest00520,xpathi,643,0
BenchmarkTest00521.java,1,3,1,7,40,2,0,0,4,2,2,0,2,50,6,0.12,1,1,0,61,1,7,2,1,167,7703,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00521,crypto,327,1
BenchmarkTest00522.java,1,3,1,8,45,2,0,0,5,2,2,0,2,56,6,0.107,1,1,0,59,1,7,2,1,171,7995,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00522,crypto,327,1
BenchmarkTest00523.java,1,3,1,3,20,2,0,0,0,2,2,0,2,26,6,0.231,1,1,0,61,1,7,2,1,143,6646,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00523,crypto,327,0
BenchmarkTest00524.java,1,3,0,1,12,2,0,0,1,2,2,0,2,15,6,0.4,1,1,0,76,1,7,2,1,153,7060,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00524,crypto,327,0
BenchmarkTest00525.java,1,3,0,0,9,1,0,0,0,1,1,0,1,10,3,0.3,1,1,0,28,1,5,2,0,89,3392,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00525,pathtraver,22,1
BenchmarkTest00526.java,1,3,0,0,9,1,0,0,0,1,1,0,1,10,3,0.3,1,1,0,17,1,6,2,0,78,2985,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00526,pathtraver,22,1
BenchmarkTest00527.java,1,3,0,0,9,1,0,0,0,1,1,0,1,10,3,0.3,1,1,0,19,1,5,2,0,80,3135,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00527,pathtraver,22,1
BenchmarkTest00528.java,1,3,0,0,9,1,0,0,0,1,1,0,1,10,3,0.3,1,1,0,42,1,5,2,1,106,4509,6,24,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00528,pathtraver,22,1
BenchmarkTest00529.java,1,3,0,0,10,3,0,0,0,2,4,0,2,13,8,0.615,1,1,0,18,1,9,2,2,91,3467,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00529,pathtraver,22,1
BenchmarkTest00530.java,1,3,0,0,6,0,8,0,0,3,4,0,3,14,10,0.714,1,1,0,-1,0,9,2,2,139,5770,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00530,ldapi,90,0
BenchmarkTest00531.java,1,3,1,3,14,2,0,0,4,2,2,0,2,20,6,0.3,1,1,0,50,1,6,2,1,129,5616,6,24,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00531,hash,328,1
BenchmarkTest00532.java,1,3,1,3,14,2,0,0,2,2,2,0,2,20,6,0.3,1,1,0,57,1,7,2,1,136,6225,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00532,hash,328,1
BenchmarkTest00533.java,1,3,1,3,14,2,0,0,2,2,2,0,2,20,6,0.3,1,1,0,47,1,6,2,1,126,5308,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00533,hash,328,1
BenchmarkTest00534.java,1,3,1,3,14,2,0,0,2,2,2,0,2,20,6,0.3,1,1,0,56,1,8,2,1,135,5501,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00534,hash,328,1
BenchmarkTest00535.java,1,3,1,3,14,2,0,0,0,2,2,0,2,20,6,0.3,1,1,0,43,1,7,2,1,122,5127,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00535,hash,328,0
BenchmarkTest00536.java,1,3,1,2,12,2,0,0,2,2,2,0,2,17,6,0.353,1,1,0,42,1,6,2,1,116,4951,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00536,hash,328,1
BenchmarkTest00537.java,1,3,1,2,12,2,0,0,2,2,2,0,2,17,6,0.353,1,1,0,37,1,6,2,1,111,4601,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00537,hash,328,1
BenchmarkTest00538.java,1,3,1,2,12,2,0,0,0,2,2,0,2,17,6,0.353,1,1,0,57,1,7,2,1,131,5840,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00538,hash,328,0
BenchmarkTest00539.java,1,3,1,2,12,2,0,0,0,2,2,0,2,17,6,0.353,1,1,0,38,1,6,2,1,112,4605,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00539,hash,328,0
BenchmarkTest00540.java,1,3,1,2,12,2,0,0,0,2,2,0,2,17,6,0.353,1,1,0,46,1,7,2,1,120,5008,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00540,hash,328,0
BenchmarkTest00541.java,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,5,2,0,73,2763,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00541,xss,79,1
BenchmarkTest00542.java,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,7,2,0,85,2983,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00542,xss,79,1
BenchmarkTest00543.java,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,-1,0,5,2,0,76,2776,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00543,xss,79,1
BenchmarkTest00544.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,5,2,0,75,2763,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00544,xss,79,0
BenchmarkTest00545.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,6,2,0,86,3777,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00545,xss,79,0
BenchmarkTest00546.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,5,2,0,75,2749,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00546,xss,79,0
BenchmarkTest00547.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,5,2,0,67,2493,6,11,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00547,xss,79,1
BenchmarkTest00548.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,6,2,0,87,3833,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00548,xss,79,0
BenchmarkTest00549.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,6,2,0,70,2561,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00549,xss,79,1
BenchmarkTest00550.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,5,2,0,75,2765,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00550,xss,79,0
BenchmarkTest00551.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,6,2,0,65,2382,6,7,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00551,xss,79,1
BenchmarkTest00552.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,5,2,0,70,2783,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00552,xss,79,1
BenchmarkTest00553.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,7,2,0,84,2944,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00553,xss,79,0
BenchmarkTest00554.java,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0.0,1,0,0,-1,0,7,2,0,70,2569,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00554,xss,79,1
BenchmarkTest00555.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,6,2,0,70,2559,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00555,xss,79,1
BenchmarkTest00556.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,7,2,0,84,2942,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00556,xss,79,0
BenchmarkTest00557.java,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0.0,1,0,0,-1,0,6,2,0,70,2542,6,9,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00557,xss,79,1
BenchmarkTest00558.java,1,3,0,4,3,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,39,1,5,2,1,95,3437,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00558,cmdi,78,0
BenchmarkTest00559.java,1,3,0,4,3,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,50,1,6,2,1,106,4451,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00559,cmdi,78,0
BenchmarkTest00560.java,1,6,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,69,1,10,2,0,116,4722,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00560,weakrand,330,1
BenchmarkTest00561.java,1,6,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,74,1,8,2,0,121,4884,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00561,weakrand,330,1
BenchmarkTest00562.java,1,6,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,83,1,10,2,0,130,5091,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00562,weakrand,330,1
BenchmarkTest00563.java,1,5,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,63,1,9,2,0,110,4376,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00563,weakrand,330,1
BenchmarkTest00564.java,1,5,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,65,1,8,2,0,112,4474,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00564,weakrand,330,1
BenchmarkTest00565.java,1,4,0,0,6,0,0,0,0,2,4,0,2,6,8,1.333,1,1,0,-1,0,6,2,0,91,3635,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00565,securecookie,614,1
BenchmarkTest00566.java,1,4,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,6,2,0,93,3738,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00566,securecookie,614,1
BenchmarkTest00567.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,1,30,1,5,2,1,87,3267,6,11,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00567,cmdi,78,1
BenchmarkTest00568.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,39,1,6,2,1,96,3465,6,18,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00568,cmdi,78,1
BenchmarkTest00569.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,58,1,7,2,1,115,4675,6,25,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00569,cmdi,78,0
BenchmarkTest00570.java,1,3,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,0,33,1,5,2,1,90,3375,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00570,cmdi,78,0
BenchmarkTest00571.java,1,3,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,0,28,1,7,2,1,85,3194,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00571,cmdi,78,0
BenchmarkTest00572.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,1,29,1,6,2,1,86,3163,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00572,cmdi,78,0
BenchmarkTest00573.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,22,1,6,2,1,79,2924,6,6,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00573,cmdi,78,1
BenchmarkTest00574.java,1,3,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,27,1,6,2,1,84,3089,6,7,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00574,cmdi,78,1
BenchmarkTest00575.java,1,3,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,1,34,1,5,2,1,92,3420,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00575,cmdi,78,1
BenchmarkTest00576.java,1,3,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,1,26,1,5,2,1,84,3215,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00576,cmdi,78,1
BenchmarkTest00577.java,1,5,1,2,11,0,0,0,2,1,1,0,1,14,3,0.214,1,1,0,77,1,9,2,1,130,5337,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00577,weakrand,330,0
BenchmarkTest00578.java,1,5,1,2,11,0,0,0,2,1,1,0,1,14,3,0.214,1,1,0,73,1,8,3,1,130,5380,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest00578,weakrand,330,0
